Unnamed: 0,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
15_Isomer5_mon2_FmH2O10,-76.4866098212,-76.4726773042,-76.4286873342,-76.4444537585,-76.43321456,-76.4563956354,-76.4356530212,-76.4418541412,-76.4239199931,-76.3859297085,-76.5494017606,-76.4405061118,-76.4159839993,-76.4389304466,-76.4397461424,-76.361986577774
15_Isomer5_mon3_FmH2O10,-76.4854962221,-76.4717974017,-76.427598581,-76.4435235364,-76.43240475,-76.4553372207,-76.434637056,-76.4407654827,-76.4230805173,-76.3848599271,-76.5482440821,-76.4392561098,-76.4146551022,-76.4379330072,-76.4387749308,-76.36097278331
15_Isomer5_mon4_FmH2O10,-76.4865051384,-76.4726468072,-76.4286056418,-76.4444152797,-76.43321187,-76.4563163506,-76.4355865819,-76.4417706597,-76.4239170317,-76.3858428697,-76.5492887553,-76.4403671703,-76.4158217346,-76.4388645405,-76.4396919438,-76.361911525437
15_Isomer5_mon5_FmH2O10,-76.4860457844,-76.4722627874,-76.4281436966,-76.4440090283,-76.43285044,-76.455866611,-76.4351524191,-76.4413078652,-76.4235375464,-76.3853945478,-76.5488089625,-76.4398568257,-76.4152827181,-76.43844112,-76.4392755213,-76.361486309878
15_Isomer5_mon6_FmH2O10,-76.4863254963,-76.4725014955,-76.4284380509,-76.4442679285,-76.43306983,-76.4561547933,-76.4354261857,-76.441607333,-76.4237802626,-76.385672485,-76.5491112359,-76.4401749202,-76.4156232024,-76.4387031896,-76.4395342385,-76.361743867545
15_Isomer5_mon7_FmH2O10,-76.4863552993,-76.4723324945,-76.4282998872,-76.4440567962,-76.43290703,-76.4560060567,-76.4352986384,-76.4414228287,-76.4235104301,-76.3856236929,-76.5490656512,-76.4402062808,-76.4156557443,-76.4386179668,-76.4394150391,-76.361724324
15_Isomer5_mon8_FmH2O10,-76.4866371322,-76.4726262095,-76.4286339155,-76.4443773393,-76.43318016,-76.4563374128,-76.4356118577,-76.4417748884,-76.4238272725,-76.385921884,-76.549384357,-76.4405216965,-76.415990188,-76.438911023,-76.4397136749,-76.361999017264
15_Isomer5_mon9_FmH2O10,-76.48526004,-76.471516281,-76.4272599749,-76.4431945471,-76.43213918,-76.4549999374,-76.4343278798,-76.4403995655,-76.4227343621,-76.3845856586,-76.5479433521,-76.4389729505,-76.4143464017999,-76.4376600916,-76.43849019,-76.360741550477
15_MeNHBr_HNBrBDE18,-2669.4191122867,-2669.5158226977,-2668.1181952574,-2669.5591896991,-2669.55491009,-2669.4183796678,-2669.4791972266,-2669.5086810208,-2669.8319733997,-2669.0680971479,-2670.7255334547,-2669.4552977772,-2669.3907154077,-2669.2855258455,-2669.2135792104,-2668.55158768802
15_Reactant3_EIE22,-286.8278605939,-286.760593598,-286.5758633177,-286.6163332021,-286.52602155,-286.7169840551,-286.6291693574,-286.6749682754,-286.5552213365,-286.4157323042,-287.1002348821,-286.6604196278,-286.5498160265,-286.6328515609,-286.6593525934,-286.265968995838
15_Rxn5_TS_0cat_WCPT27,-133.940066368,-133.9166172751,-133.8152330858,-133.8357021064,-133.78464985,-133.8854123969,-133.8435226502,-133.8732068478,-133.8076795589,-133.7470063261,-134.074777727,-133.8666691864,-133.8069507845,-133.8401763126,-133.8606011083,-133.668449121544
15_asp129-big_dim_HSG,-592.0436166473,-591.8962634323,-591.549376536,-591.6401785227,-591.48989647,-591.8154065072,-591.6448994736,-591.7103438568,-591.5087010846,-591.2113893427,-592.5738002653,-591.6825255611,-591.4771172861,-591.6631998991,-591.6966709954,-590.94150335482
15_asp129-big_monA_HSG,-476.2115601892,-476.0868961901,-475.8146491134,-475.8821772108,-475.76363297,-476.0268585621,-475.8904063284,-475.9392293402,-475.7787008769,-475.5400409902,-476.6393017597,-475.9150826031,-475.7532161862,-475.9109522105,-475.929890129,-475.317061628691
15_asp129-big_monB_HSG,-115.8017587216,-115.7835587418,-115.707912978,-115.7294367941,-115.69626767,-115.7583403591,-115.7241219748,-115.7414495999,-115.7005182587,-115.6433354258,-115.90748283,-115.7401090939,-115.6937887138,-115.7216816591,-115.7363559125,-115.59428949418
15_ch3sh_h2co_dim_DS14,-553.3238986108,-553.3334941149,-553.1004353852,-553.2457869038,-553.16124841,-553.2741784965,-553.215856399,-553.247424257,-553.1436530186,-552.981372189,-553.8108688719,-553.2610289432,-553.1581592757,-553.2081722218,-553.1923356804,-552.743569370316
15_ch3sh_h2co_monA_DS14,-438.7331139553,-438.7693423701,-438.602427803,-438.730819979,-438.67130116,-438.7306899589,-438.7023739324,-438.7252101831,-438.6530795976,-438.5525742897,-439.118684139,-438.7431933711,-438.6804532718,-438.6885889715,-438.6703132635,-438.359185524744
15_ch3sh_h2co_monB_DS14,-114.5860771792,-114.5621228652,-114.4955580036,-114.5116707765,-114.48518867,-114.5385787238,-114.5085477077,-114.5174566286,-114.4852786409,-114.4254623016,-114.6887350397,-114.5151124424,-114.4734969839,-114.5148547523,-114.517165808,-114.379522524852
15_cyclic-chair_H2O6Bind8,-458.9973341075,-458.9091859435,-458.6435963699,-458.7495019537,-458.67549172,-458.8189887833,-458.6930432465,-458.7303999473,-458.6206289754,-458.3950734486,-459.3706548455,-458.717366371,-458.5792776443,-458.7111296106,-458.7164315362,
15_cyclic-chair_mon1_H2O6Bind8,-76.4870911039,-76.4731477412,-76.4293125252,-76.4450136844,-76.43361624,-76.4570149319,-76.4362083925,-76.4425263197,-76.424466973,-76.3864534513,-76.5500041764,-76.4411010162,-76.4166569351,-76.4394254832,-76.4402469376,
15_cyclic-chair_mon2_H2O6Bind8,-76.4870900859,-76.4731469147,-76.4293116982,-76.4450127423,-76.43361538,-76.4570141878,-76.4362084943,-76.4425258817,-76.4244661544,-76.3864524866,-76.5500030748,-76.4410999179,-76.4166554848,-76.439424712,-76.4402461301,
15_cyclic-chair_mon3_H2O6Bind8,-76.4870884005,-76.4731462682,-76.4293112137,-76.4450125812,-76.43361465,-76.4570138063,-76.4362076684,-76.4425256392,-76.4244664123,-76.3864513573,-76.5500021105,-76.4410983953,-76.4166542751999,-76.4394237029,-76.4402453015,
15_cyclic-chair_mon4_H2O6Bind8,-76.4870835269,-76.4731433892,-76.4293081002,-76.4450103158,-76.43361195,-76.4570107076,-76.4362037162,-76.4425225357,-76.4244650228,-76.3864473759,-76.5499982051,-76.441093503,-76.4166496858,-76.4394199287,-76.4402418818,
15_cyclic-chair_mon5_H2O6Bind8,-76.4870847945,-76.4731437592,-76.429308646,-76.4450103592,-76.43361262,-76.4570105741,-76.4362039159,-76.4425229509,-76.4244647267,-76.3864481572,-76.5499989792,-76.4410942759,-76.4166507226,-76.4394205818,-76.4402423763,
15_cyclic-chair_mon6_H2O6Bind8,-76.4870878137,-76.4731455204,-76.4293105719,-76.4450118121,-76.43361431,-76.457012317,-76.436205859,-76.442524519,-76.4244656348,-76.3864506305,-76.5500014828,-76.4410973813,-76.4166537519,-76.4394228303,-76.440244433,
15_isomer5_H2O20Bind10,-1530.0696102569,-1529.7415285573,-1528.8750944887,-1529.2287125461,-1528.98872898,-1529.4740775236,-1529.0568127746,-1529.1743703562,-1528.8026235135,-1528.0426932467,-1531.2913835391,-1529.1230033125,-1528.67898810739,-1529.1139118562,-1529.129464534,-1527.57289606881
15_isomer5_mon10_H2O20Bind10,-76.4877474918,-76.4735942862,-76.4299927521,-76.4455355759,-76.4339445,-76.4576719302,-76.4367954243,-76.4432293302,-76.4248852698,-76.3870845259,-76.5507557953,-76.4419179112,-76.4175852784,-76.4399804392,-76.4407748836,-76.362979917373
15_isomer5_mon11_H2O20Bind10,-76.4877474228,-76.4735943061,-76.4299929844,-76.4455355949,-76.43394409,-76.4576742191,-76.4367965153,-76.4432324323,-76.4248852116,-76.3870845257,-76.5507557652,-76.4419180614,-76.4175854576,-76.4399804337,-76.4407749172,-76.362979911013
15_isomer5_mon12_H2O20Bind10,-76.4877476574,-76.4735942835,-76.4299922863,-76.4455355745,-76.43394531,-76.4576699123,-76.4367930903,-76.4432266852,-76.4248856927,-76.387084537,-76.5507559213,-76.4419178986,-76.4175852192,-76.4399804303,-76.440774898,-76.362979934124
15_isomer5_mon13_H2O20Bind10,-76.487747516,-76.4735942855,-76.4299925316,-76.4455355772,-76.43394481,-76.4576716173,-76.4367948139,-76.4432290439,-76.4248855146,-76.3870845336,-76.5507558647,-76.4419180781,-76.4175852802,-76.439980315,-76.4407747817,-76.362979926751
15_isomer5_mon14_H2O20Bind10,-76.4877473067,-76.4735942944,-76.4299932101,-76.4455355773,-76.43394418,-76.4576725146,-76.4367968768,-76.443229846,-76.4248854792,-76.3870845634,-76.5507557932,-76.4419184119,-76.4175850222,-76.4399803735,-76.440774805,-76.362979913641
15_isomer5_mon15_H2O20Bind10,-76.4877475983,-76.473594287,-76.4299925303,-76.4455355781,-76.43394508,-76.4576705945,-76.4367943902,-76.4432276844,-76.4248856536,-76.3870845427,-76.5507558976,-76.4419179169,-76.417585161,-76.4399804665,-76.4407749253,-76.362979923067
15_isomer5_mon16_H2O20Bind10,-76.4877474541,-76.4735942913,-76.4299929779,-76.4455355798,-76.43394461,-76.457671455,-76.4367958638,-76.4432286427,-76.4248855625,-76.3870845575,-76.5507558504,-76.4419181933,-76.4175850657,-76.4399804519,-76.4407748886,-76.362979920305
15_isomer5_mon17_H2O20Bind10,-76.4877473389,-76.4735943043,-76.4299932345,-76.4455355831,-76.43394426,-76.4576731038,-76.4367975001,-76.4432311071,-76.4248856039,-76.3870845769,-76.5507558291,-76.4419182467,-76.4175849797,-76.439980527,-76.4407749455,-76.362979926924
15_isomer5_mon18_H2O20Bind10,-76.4877473437,-76.4735943057,-76.4299931651,-76.4455355919,-76.43394372,-76.4576741947,-76.43679739,-76.4432320246,-76.4248849138,-76.3870845119,-76.5507556677,-76.4419182535,-76.4175854551,-76.4399803521,-76.4407748311,-76.362979915984
15_isomer5_mon19_H2O20Bind10,-76.4877474694,-76.4735942858,-76.4299927525,-76.4455355699,-76.43394519,-76.4576704633,-76.4367953716,-76.4432278092,-76.4248860763,-76.3870845953,-76.5507559878,-76.4419179155,-76.4175848267,-76.4399804274,-76.4407748406,-76.362979918451
15_isomer5_mon1_H2O20Bind10,-76.4877474873,-76.4735943003,-76.429992896,-76.4455355834,-76.43394522,-76.4576703851,-76.436795455,-76.4432276599,-76.4248861269,-76.3870846042,-76.5507559958,-76.4419179248,-76.4175847902,-76.4399804652,-76.4407748887,-76.362979921351
15_isomer5_mon20_H2O20Bind10,-76.4877475385,-76.4735942865,-76.4299925959,-76.4455355711,-76.43394472,-76.4576712458,-76.4367944933,-76.4432281776,-76.4248854111,-76.387084531,-76.5507558164,-76.4419181113,-76.4175851954,-76.4399804845,-76.4407749289,-76.362979927625
15_isomer5_mon2_H2O20Bind10,-76.4877473036,-76.4735942922,-76.4299931214,-76.445535578,-76.43394356,-76.4576745909,-76.4367978527,-76.4432326484,-76.4248848497,-76.3870845056,-76.5507556513,-76.4419181519,-76.4175854671,-76.4399804058,-76.4407748558,-76.362979913889
15_isomer5_mon3_H2O20Bind10,-76.4877473934,-76.4735942963,-76.4299929863,-76.4455355772,-76.43394429,-76.4576721672,-76.4367960291,-76.4432293384,-76.4248853943,-76.3870845446,-76.5507557734,-76.4419181617,-76.4175851252,-76.4399804553,-76.4407748955,-76.362979917099
15_isomer5_mon4_H2O20Bind10,-76.4877474208,-76.473594282,-76.4299928194,-76.4455355674,-76.43394379,-76.4576732892,-76.4367964472,-76.4432306276,-76.42488479,-76.3870844912,-76.5507556363,-76.4419182063,-76.4175854283,-76.43998051209999,-76.440774951,-76.362979923833
15_isomer5_mon5_H2O20Bind10,-76.4877474012,-76.4735942881,-76.4299930203,-76.445535572,-76.43394442,-76.4576720769,-76.4367968541,-76.4432296404,-76.4248855283,-76.3870845605,-76.5507558247,-76.44191821,-76.4175849915,-76.4399805282,-76.4407749397,-76.362979922687
15_isomer5_mon6_H2O20Bind10,-76.487747492,-76.4735943022,-76.429992868,-76.4455355915,-76.4339446,-76.4576720013,-76.4367957223,-76.4432295264,-76.4248853725,-76.3870845323,-76.5507558226,-76.4419181135,-76.4175853169,-76.4399803538,-76.4407748272,-76.362979927323
15_isomer5_mon7_H2O20Bind10,-76.4877474298,-76.4735943035,-76.4299929695,-76.4455355891,-76.43394427,-76.4576723781,-76.4367956615,-76.4432295257,-76.4248852574,-76.3870845316,-76.5507557596,-76.4419182341,-76.4175852974,-76.4399804028,-76.4407748656,-76.362979915128
15_isomer5_mon8_H2O20Bind10,-76.4877474784,-76.4735943054,-76.4299930664,-76.4455355844,-76.43394523,-76.4576703743,-76.4367961907,-76.4432278176,-76.4248862882,-76.3870846299,-76.5507560264,-76.4419181236,-76.4175846336,-76.4399806326,-76.4407750288,-76.362979916051
15_isomer5_mon9_H2O20Bind10,-76.487747296,-76.4735943074,-76.4299933932,-76.4455355866,-76.43394394,-76.4576730883,-76.4367978263,-76.4432308561,-76.424885237,-76.3870845568,-76.5507557351,-76.4419181588,-76.4175850658,-76.4399804549,-76.4407748618,-76.362979932436
15_methane-ethene_0p9_dim_A21x12,-119.1769380518,-119.1715360043,-119.0581713045,-119.0817920456,-119.01304095,-119.1317277254,-119.0867634118,-119.1355625089,-119.0509644862,-118.9957007816,-119.3066882248,-119.1309975236,-119.0594759037,-119.0683253816,-119.1136353616,-118.926823537295
15_methane-ethene_1p0_dim_A21x12,-119.1775916974,-119.172686507,-119.0590464554,-119.0827134749,-119.01378008,-119.1324267253,-119.0873410266,-119.1360060514,-119.0516715652,-118.9965214664,-119.3076666634,-119.1317169706,-119.0601681172,-119.0689447582,-119.1143055517,-118.927370389117
15_methane-ethene_1p1_dim_A21x12,-119.177490618,-119.1729077497,-119.0592075241,-119.0827963042,-119.01369463,-119.1323390978,-119.0873267698,-119.1358098611,-119.0514543822,-118.9965488803,-119.3077511843,-119.1317821841,-119.0601227153,-119.0688168301,-119.1141602056,-118.927178075203
15_methane-ethene_1p2_dim_A21x12,-119.1772998141,-119.1729358807,-119.0594664657,-119.0827438993,-119.01347755,-119.1321506056,-119.0872525971,-119.1356410109,-119.0511491947,-118.99643903,-119.3076452562,-119.1319647721,-119.059997779,-119.0686249781,-119.1139297416,-118.926930283549
15_methane-ethene_1p4_dim_A21x12,-119.1770596331,-119.1729441293,-119.0598307452,-119.0826799367,-119.01316222,-119.131941119,-119.0870607667,-119.1355198073,-119.0508722298,-118.9962763973,-119.3074635471,-119.1321853152,-119.0598641025,-119.0683797926,-119.1136603326,-118.926646869358
15_methane-ethene_1p6_dim_A21x12,-119.176965448,-119.1729511855,-119.0598800063,-119.082664414,-119.01303936,-119.1319038729,-119.0869507433,-119.135429137,-119.0508151938,-118.9962154105,-119.307358927,-119.1321703416,-119.0598245714,-119.0682717878,-119.1135635495,-118.926543743277
15_methane-ethene_2p0_dim_A21x12,-119.176912366,-119.1729473343,-119.0598684046,-119.0826524527,-119.01297642,-119.1318937592,-119.0868988664,-119.1353687516,-119.050798513,-118.9961867225,-119.3073092068,-119.1321344803,-119.0598046339,-119.0682038585,-119.1135088291,-118.926489948718
15_pentane_Alk44,-197.8971923733,-197.8663191578,-197.7006114006,-197.7318025728,-197.62653994,-197.8226500674,-197.7486715091,-197.8237901494,-197.6842544198,-197.6001069939,-198.1031796172,-197.8174154932,-197.7069475811,-197.7214523775,-197.7953787103,-197.479306324847
15a_cyanoguanidine_dimAB_3B-69,-595.7028857284,-595.5262667605,-595.1759416705,-595.2528354323,-595.10513133,-595.4579581756,-595.2920513358,-595.3473750963,-595.1306863025,-594.8340458946,-596.2422573593,-595.3007231311,-595.0990638428,-595.3240341495,-595.3244163063,-594.535139813914
15a_cyanoguanidine_dimAC_3B-69,-595.723146556,-595.5469580393,-595.1970683067,-595.2743045991,-595.12497486,-595.4786970679,-595.3126553366,-595.3685378995,-595.1502097781,-594.8552361741,-596.2622731968,-595.3226725386,-595.120453263999,-595.344489397,-595.3448260969,-594.555356318754
15a_cyanoguanidine_dimBC_3B-69,-595.7327891692,-595.5561072695,-595.2055781359,-595.283719488,-595.13453761,-595.4881520491,-595.3216046569,-595.377437402,-595.1598471478,-594.864236143,-596.2712865998,-595.3310716636,-595.129677335899,-595.3544020701,-595.3549272145,-594.565167281869
15a_cyanoguanidine_monA_3B-69,-297.8504733014,-297.7637562016,-297.5885327992,-297.6265766431,-297.55167881,-297.7283754791,-297.6453684364,-297.6731847194,-297.5644951474,-297.417074067,-298.120999202,-297.6508663306,-297.5491384782,-297.6611251868,-297.6613100084,-297.266497702575
15a_cyanoguanidine_monB_3B-69,-297.8504733109,-297.7637562025,-297.5885328192,-297.6265766614,-297.55167879,-297.7283755105,-297.6453684569,-297.6731847437,-297.5644951498,-297.4170740683,-298.120999217,-297.6508663496,-297.5491384988,-297.6611252101,-297.6613100266,-297.266497693318
15a_cyanoguanidine_monC_3B-69,-297.8504731726,-297.7637560865,-297.588532681,-297.626576522,-297.55167869,-297.728375358,-297.6453683107,-297.6731845972,-297.5644950183,-297.4170739515,-298.1209990865,-297.6508662073,-297.5491383658,-297.6611250609,-297.6613098799,-297.266497572381
15a_cyanoguanidine_trim_3B-69,-893.6090153588,-893.3396947575,-892.8159922895,-892.9325830843,-892.71132332,-893.2414566785,-892.9923304405,-893.0759936843,-892.7491283656,-892.3037628886,-894.4144548345,-893.0043072705,-892.7034908311,-893.0413097915,-893.0418686322,-891.857580686394
15b_cyanoguanidine_dimAB_3B-69,-595.7327891127,-595.5561072157,-595.2055780433,-595.2837193911,-595.13453753,-595.4881519519,-595.3216045583,-595.3774373009,-595.1598470661,-594.8642360857,-596.2712865324,-595.3310715911,-595.1296772651,-595.3544019783,-595.3549271239,-594.565167247123
15b_cyanoguanidine_dimAC_3B-69,-595.7121303082,-595.532630504,-595.1837279942,-595.2602900207,-595.11430541,-595.467034928,-595.3014642881,-595.3565023904,-595.140958925,-594.8409240788,-596.2502494904,-595.3082613839,-595.1075155217,-595.33394458,-595.3344226987,-594.544324967457
15b_cyanoguanidine_dimBC_3B-69,-595.6959325024,-595.5178319739,-595.1669900422,-595.244375881,-595.09773295,-595.4499747313,-595.2843434935,-595.3391644478,-595.1233254321,-594.8257942647,-596.2342069386,-595.2917993758,-595.0907956545,-595.3168264439,-595.3171144226,-594.528253221995
15b_cyanoguanidine_monA_3B-69,-297.8504732031,-297.7637561033,-297.588532678,-297.6265765154,-297.55167875,-297.7283753588,-297.6453683092,-297.6731845926,-297.5644950241,-297.417073964,-298.1209990966,-297.6508662245,-297.5491383714,-297.6611250682,-297.6613098879,-297.266497612529
15b_cyanoguanidine_monB_3B-69,-297.8504731966,-297.763756106,-297.5885327003,-297.6265765426,-297.55167874,-297.7283753828,-297.6453683307,-297.6731846183,-297.5644950333,-297.4170739727,-298.120999113,-297.6508662323,-297.5491383947,-297.6611250819,-297.6613098984,-297.266497592722
15b_cyanoguanidine_monC_3B-69,-297.8504731962,-297.7637561056,-297.5885326999,-297.6265765421,-297.55167874,-297.7283753824,-297.6453683302,-297.6731846178,-297.5644950328,-297.4170739722,-298.1209991126,-297.6508662319,-297.5491383942,-297.6611250815,-297.6613098979,-297.26649759267
15b_cyanoguanidine_trim_3B-69,-893.5888006818,-893.3146400786,-892.7916710491,-892.9078691248,-892.69083152,-893.2193810548,-892.971042137,-893.0534569683,-892.7305886224,-892.2787484453,-894.392186586,-892.9788390314,-892.6797702451,-893.0212448647,-893.0219280749,-891.837301499604
15c_cyanoguanidine_dimAB_3B-69,-595.7028857292,-595.5262667614,-595.1759416714,-595.2528354331,-595.10513133,-595.4579581765,-595.2920513367,-595.3473750972,-595.1306863033,-594.8340458955,-596.2422573601,-595.300723132,-595.099063843699,-595.3240341504,-595.3244163072,-594.535139813875
15c_cyanoguanidine_dimAC_3B-69,-595.7051883984,-595.5308339191,-595.1798357798,-595.2567585426,-595.10767081,-595.460813842,-595.2947310084,-595.350046476,-595.1329302175,-594.8379304148,-596.2458822575,-595.3048681673,-595.1022483404,-595.3265993727,-595.3270479547,-594.537345281071
15c_cyanoguanidine_dimBC_3B-69,-595.7121303771,-595.532630569,-595.1837280994,-595.2602901305,-595.11430551,-595.467035039,-595.3014643998,-595.3565025041,-595.1409590193,-594.8409241474,-596.2502495696,-595.3082614672,-595.1075156053,-595.333944685,-595.334422803,-594.544325013784
15c_cyanoguanidine_monA_3B-69,-297.8504733018,-297.7637562021,-297.5885327996,-297.6265766435,-297.55167881,-297.7283754795,-297.6453684368,-297.6731847198,-297.5644951478,-297.4170740675,-298.1209992025,-297.650866331,-297.5491384787,-297.6611251873,-297.6613100089,-297.266497702561
15c_cyanoguanidine_monB_3B-69,-297.8504733113,-297.7637562029,-297.5885328196,-297.6265766618,-297.55167878,-297.728375511,-297.6453684573,-297.6731847442,-297.5644951503,-297.4170740687,-298.1209992174,-297.65086635,-297.5491384992,-297.6611252105,-297.661310027,-297.266497693358
15c_cyanoguanidine_monC_3B-69,-297.8504731726,-297.7637560865,-297.588532681,-297.626576522,-297.55167869,-297.728375358,-297.6453683107,-297.6731845972,-297.5644950183,-297.4170739515,-298.1209990865,-297.6508662073,-297.5491383658,-297.6611250609,-297.6613098799,-297.266497572381
15c_cyanoguanidine_trim_3B-69,-893.5686469894,-893.2982932255,-892.7742095906,-892.8899548211,-892.67193988,-893.2006185232,-892.9520578408,-893.0342998859,-892.7111388063,-892.261380956,-894.3751249745,-892.96129837,-892.6612263296,-893.0011033981,-893.0018475226,-891.817072783538
15prod1_CR20,-531.0486886206,-531.0560949198,-530.8430073914,-530.9739030353,-530.89524094,-531.0090716153,-530.9593831657,-530.9791790609,-530.8842440341,-530.7334817868,-531.5231470523,-530.9876967254,-530.901061579999,-530.9534682277,-530.9219214563,-530.490504658924
15prod2_CR20,-153.9406158651,-153.9100012609,-153.8122249504,-153.8344918736,-153.78800679,-153.8792208181,-153.834601877,-153.8572647888,-153.7984566996,-153.7230038792,-154.0851129221,-153.8534058623,-153.792477962099,-153.8368176002,-153.8516841052,-153.649997164826
15prod_DIE60,-274.1184952094,-274.0635012753,-273.8460309282,-273.885612654,-273.75809935,-274.016523511,-273.9194570664,-274.0032492298,-273.8324659657,-273.7028683509,-274.4027218362,-273.9849668183,-273.8467403239,-273.8971413901,-273.9673896818,-273.53581757121
15react_CR20,-684.9712800684,-684.927649475,-684.6250701749,-684.7798948868,-684.66371352,-684.8686305504,-684.7711462645,-684.813846756,-684.6616660425,-684.4370658181,-685.5788936445,-684.8189838123,-684.6746843737,-684.7719955977,-684.7600230941,-684.118732831099
15react_CRBH20,-684.9712800684,-684.927649475,-684.6250701749,-684.7798948868,-684.66371352,-684.8686305504,-684.7711462645,-684.813846756,-684.6616660425,-684.4370658181,-685.5788936445,-684.8189838123,-684.6746843737,-684.7719955978,-684.7600230941,-684.118732831099
15react_DIE60,-274.1279182563,-274.0754624803,-273.8568611951,-273.8961387172,-273.76867847,-274.0266357386,-273.9297516817,-274.014016542,-273.8434663081,-273.7149960222,-274.4148415383,-273.9962280704,-273.858907124,-273.9059884508,-273.9762648737,-273.545806277583
15ts_CRBH20,-684.8956727189,-684.8650016723,-684.5538064788,-684.7058928735,-684.58979818,-684.7880219453,-684.6946086846,-684.736127161,-684.5856839226,-684.358029805,-685.5088033634,-684.7423462822,-684.5964332106,-684.6970603871,-684.6782254295,-684.04146395012
160_BzBz_S-3p7_dim_NBC10,-464.8220335676,-464.7024416983,-464.3616341107,-464.4169601771,-464.23377403,-464.6521440529,-464.4926060668,-464.598689387,-464.350075519,-464.1154616636,-465.3035990214,-464.5574118692,-464.3565659782,-464.483753075,-464.5486865553,-463.824602325246
161_BzBz_S-3p8_dim_NBC10,-464.822314259,-464.7035827493,-464.3621280305,-464.4178850403,-464.23421372,-464.6526136638,-464.4926257233,-464.5987392857,-464.3503250909,-464.1163372621,-465.3042301659,-464.5580186586,-464.3571217683,-464.4839715313,-464.5490046222,-463.824756937688
162_BzBz_S-3p9_dim_NBC10,-464.82239905,-464.7044434308,-464.3623272287,-464.4185558252,-464.23445528,-464.652910851,-464.492476395,-464.5985801711,-464.3503218837,-464.1169643196,-465.3044983287,-464.5583240665,-464.3574541175,-464.4840016899,-464.5490992421,-463.82472998313
163_BzBz_S-4p0_dim_NBC10,-464.822371277,-464.7050903971,-464.3624718288,-464.4190406643,-464.23454931,-464.6529707065,-464.4923658353,-464.5983717301,-464.3502050781,-464.1174273238,-465.305094961,-464.5584691345,-464.3576437722,-464.4839073316,-464.5490814428,-463.824588115171
164_BzBz_S-4p1_dim_NBC10,-464.8222670297,-464.7055857823,-464.3624141703,-464.4193939855,-464.2345535,-464.6530010574,-464.492192167,-464.5981208569,-464.3499974068,-464.1177623074,-465.3054852929,-464.5585116646,-464.3577358006,-464.4837699871,-464.5489876343,-463.824374826764
165_BzBz_S-4p2_dim_NBC10,-464.8221053188,-464.7059734982,-464.3623546444,-464.4196544077,-464.23450381,-464.6530002529,-464.491981581,-464.5978087968,-464.3496719379,-464.1179897956,-465.3052321947,-464.5584481771,-464.3577526429,-464.4836250127,-464.5488227312,-463.824119664978
166_BzBz_S-4p5_dim_NBC10,-464.821516962,-464.7067036017,-464.3623401771,-464.4201022389,-464.23412685,-464.6526916215,-464.4917054706,-464.5972296489,-464.3487795678,-464.1183748218,-465.305709626,-464.5583716375,-464.3576537408,-464.4829963091,-464.5481791882,-463.823304669916
167_BzBz_S-5p0_dim_NBC10,-464.8206525389,-464.7073103467,-464.3633969964,-464.4204390697,-464.23342376,-464.6521771471,-464.4915557195,-464.5971942575,-464.3476119174,-464.1185495579,-465.3054071469,-464.5596272438,-464.3574312749,-464.4821859988,-464.5472283283,-463.822259037855
168_BzBz_S-5p5_dim_NBC10,-464.8201406755,-464.7076491632,-464.3643380901,-464.4206555849,-464.23291162,-464.6519730925,-464.4914480852,-464.597459978,-464.3472136921,-464.118621694,-465.3053844397,-464.5604458676,-464.3573749336,-464.4816915031,-464.5466910813,-463.821684241562
169_BzBz_S-6p0_dim_NBC10,-464.8198799677,-464.7078680527,-464.3647745625,-464.420821843,-464.23263594,-464.6520058582,-464.4913909517,-464.597547678,-464.3471949244,-464.1186935153,-465.3053883642,-464.5607377068,-464.3574161236,-464.4814247582,-464.5464364668,-463.821432046802
16_180-000-TS_Pentane14,-197.888440802,-197.8570488724,-197.6920966661,-197.7226246965,-197.61810549,-197.8140725315,-197.7404154216,-197.8160343269,-197.6765263294,-197.5910935871,-198.094728193,-197.808534081,-197.6977122604,-197.7130312767,-197.7869484591,-197.470733293072
16_Benzene_Ar_3p000_BzDC215,-759.9622839725,-759.9149936024,-759.5866897894,-759.7775506306,-759.67098361,-759.8681245175,-759.7854065187,-759.8380670733,-759.7145729405,-759.4428377478,-760.5902798343,-759.8344226163,-759.6917031163,-759.7640142365,-759.7464815281,-759.131449658592
16_Benzene_Ar_3p100_BzDC215,-759.9633725829,-759.9166875781,-759.5879978897,-759.7790034444,-759.67213222,-759.8691775507,-759.7863925117,-759.8389571197,-759.7157118577,-759.4442534044,-760.5918021487,-759.835801392,-759.692953534299,-759.7651271343,-759.747748427,-759.132625854995
16_Benzene_Ar_3p200_BzDC215,-759.9640529463,-759.9179061454,-759.5888171737,-759.7800047726,-759.67286981,-759.8698605301,-759.7868668057,-759.8394169122,-759.7164009439,-759.4452388393,-760.5926450016,-759.8366792454,-759.693767091999,-759.7658233149,-759.7485474125,-759.13336781998
16_Benzene_Ar_3p300_BzDC215,-759.9644454485,-759.9187763141,-759.589269039,-759.780680906,-759.67332231,-759.8703174549,-759.7869977851,-759.8395822817,-759.7167798073,-759.445915493,-760.5929750179,-759.8372103179,-759.694275495,-759.7662290637,-759.7490148741,-759.133799872249
