Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry,Label
W1-SN2-BH_0504_NH2_CN-Me-NH2-C_OH_TS,W1-SN2-BH,0.007688133278202233,4.8243764699316998,"1,NH2_CN-Me-NH2-C_OH_TS,-1,NH2_minus,-1,OH-CN-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0505_NH2_CN-Me-NH2-C_OH_TS,W1-SN2-BH,0.03470109921054317,21.775268515019398,"1,NH2_CN-Me-NH2-C_OH_TS,-1,OH_minus,-1,NH2-CN-Me-NH2-C_reactant",OH_minus
W1-SN2-BH_0506_NH2_CN-Me-NH2-C_PH2_TS,W1-SN2-BH,0.004308697007580671,2.7037481931241998,"1,NH2_CN-Me-NH2-C_PH2_TS,-1,NH2_minus,-1,PH2-CN-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0507_NH2_CN-Me-NH2-C_PH2_TS,W1-SN2-BH,0.05968166056211558,37.450807430545602,"1,NH2_CN-Me-NH2-C_PH2_TS,-1,PH2_minus,-1,NH2-CN-Me-NH2-C_reactant",PH2_minus
W1-SN2-BH_0508_NH2_CN-Me-NH2-C_SH_TS,W1-SN2-BH,0.06910998285398725,43.367168993215401,"1,NH2_CN-Me-NH2-C_SH_TS,-1,SH_minus,-1,NH2-CN-Me-NH2-C_reactant",SH_minus
W1-SN2-BH_0509_NH2_CN-Me-OH-C_NH2_TS,W1-SN2-BH,0.03090318095185749,19.392038825976901,"1,NH2_CN-Me-OH-C_NH2_TS,-1,NH2_minus,-1,NH2-CN-Me-OH-C_reactant",NH2_minus
W1-SN2-BH_0510_NH2_CN-Me-OH-C_SH_TS,W1-SN2-BH,0.06799165130312985,42.665405349908703,"1,NH2_CN-Me-OH-C_SH_TS,-1,SH_minus,-1,NH2-CN-Me-OH-C_reactant",SH_minus
W1-SN2-BH_0511_NH2_CN-NH2-NH2-C_NH2_TS,W1-SN2-BH,0.02385155793756473,14.9670785769868,"1,NH2_CN-NH2-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-CN-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0512_NH2_CN-NH2-NH2-C_OH_TS,W1-SN2-BH,0.006005688237415585,3.7686262672475999,"1,NH2_CN-NH2-NH2-C_OH_TS,-1,NH2_minus,-1,OH-CN-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0513_NH2_CN-NH2-NH2-C_OH_TS,W1-SN2-BH,0.02960718879305795,18.5787914680187,"1,NH2_CN-NH2-NH2-C_OH_TS,-1,OH_minus,-1,NH2-CN-NH2-NH2-C_reactant",OH_minus
W1-SN2-BH_0514_NH2_CN-NH2-NH2-C_SH_TS,W1-SN2-BH,0.06704152795517774,42.069193947540199,"1,NH2_CN-NH2-NH2-C_SH_TS,-1,SH_minus,-1,NH2-CN-NH2-NH2-C_reactant",SH_minus
W1-SN2-BH_0515_NH2_CN-NH2-OH-C_NH2_TS,W1-SN2-BH,0.01266782089172639,7.9491776252927799,"1,NH2_CN-NH2-OH-C_NH2_TS,-1,NH2_minus,-1,NH2-CN-NH2-OH-C_reactant",NH2_minus
W1-SN2-BH_0516_NH2_CN-SH-SH-C_NH2_TS,W1-SN2-BH,0.003903243499797495,2.4493222756981399,"1,NH2_CN-SH-SH-C_NH2_TS,-1,NH2_minus,-1,NH2-CN-SH-SH-C_reactant",NH2_minus
W1-SN2-BH_0517_NH2_F-F-F-C_OH_TS,W1-SN2-BH,0.04498117237747169,28.2261118213289,"1,NH2_F-F-F-C_OH_TS,-1,NH2_minus,-1,OH-F-F-F-C_reactant",NH2_minus
W1-SN2-BH_0518_NH2_F-F-F-C_OH_TS,W1-SN2-BH,0.07017521751190874,44.035613833161499,"1,NH2_F-F-F-C_OH_TS,-1,OH_minus,-1,NH2-F-F-F-C_reactant",OH_minus
W1-SN2-BH_0519_NH2_F-F-H-C_NH2_TS,W1-SN2-BH,0.05780480678212950,36.273063902173199,"1,NH2_F-F-H-C_NH2_TS,-1,NH2_minus,-1,NH2-F-F-H-C_reactant",NH2_minus
W1-SN2-BH_0520_NH2_F-F-Me-C_NH2_TS,W1-SN2-BH,0.07152167328578545,44.880527587676099,"1,NH2_F-F-Me-C_NH2_TS,-1,NH2_minus,-1,NH2-F-F-Me-C_reactant",NH2_minus
W1-SN2-BH_0521_NH2_F-F-Me-C_OH_TS,W1-SN2-BH,0.05204062827476376,32.655987278610297,"1,NH2_F-F-Me-C_OH_TS,-1,NH2_minus,-1,OH-F-F-Me-C_reactant",NH2_minus
W1-SN2-BH_0522_NH2_F-F-Me-C_OH_TS,W1-SN2-BH,0.07378398603358813,46.300150270216001,"1,NH2_F-F-Me-C_OH_TS,-1,OH_minus,-1,NH2-F-F-Me-C_reactant",OH_minus
W1-SN2-BH_0523_NH2_F-F-Me-C_SH_TS,W1-SN2-BH,0.02230561655668105,13.9969857141361,"1,NH2_F-F-Me-C_SH_TS,-1,NH2_minus,-1,SH-F-F-Me-C_reactant",NH2_minus
W1-SN2-BH_0524_NH2_F-F-Me-C_SH_TS,W1-SN2-BH,0.1236440832015701,77.587833620831404,"1,NH2_F-F-Me-C_SH_TS,-1,SH_minus,-1,NH2-F-F-Me-C_reactant",SH_minus
W1-SN2-BH_0525_NH2_F-F-NH2-C_NH2_TS,W1-SN2-BH,0.05898701845601699,37.014912927885597,"1,NH2_F-F-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-F-F-NH2-C_reactant",NH2_minus
W1-SN2-BH_0526_NH2_F-F-NH2-C_OH_TS,W1-SN2-BH,0.03956488431606477,24.827339748541199,"1,NH2_F-F-NH2-C_OH_TS,-1,NH2_minus,-1,OH-F-F-NH2-C_reactant",NH2_minus
W1-SN2-BH_0527_NH2_F-F-NH2-C_OH_TS,W1-SN2-BH,0.06586243924434069,41.329304610729103,"1,NH2_F-F-NH2-C_OH_TS,-1,OH_minus,-1,NH2-F-F-NH2-C_reactant",OH_minus
W1-SN2-BH_0528_NH2_F-F-NH2-C_SH_TS,W1-SN2-BH,0.01180967674776574,7.4106840448457003,"1,NH2_F-F-NH2-C_SH_TS,-1,NH2_minus,-1,SH-F-F-NH2-C_reactant",NH2_minus
W1-SN2-BH_0529_NH2_F-F-NH2-C_SH_TS,W1-SN2-BH,0.1170031159521738,73.420563754892498,"1,NH2_F-F-NH2-C_SH_TS,-1,SH_minus,-1,NH2-F-F-NH2-C_reactant",SH_minus
W1-SN2-BH_0530_NH2_F-H-H-C_NH2_TS,W1-SN2-BH,0.05650101525631880,35.4549223675238,"1,NH2_F-H-H-C_NH2_TS,-1,NH2_minus,-1,NH2-F-H-H-C_reactant",NH2_minus
W1-SN2-BH_0531_NH2_F-H-H-C_OH_TS,W1-SN2-BH,0.02949054445899895,18.505596043300901,"1,NH2_F-H-H-C_OH_TS,-1,NH2_minus,-1,OH-F-H-H-C_reactant",NH2_minus
W1-SN2-BH_0532_NH2_F-H-H-C_OH_TS,W1-SN2-BH,0.05949878993401082,37.336054378881997,"1,NH2_F-H-H-C_OH_TS,-1,OH_minus,-1,NH2-F-H-H-C_reactant",OH_minus
W1-SN2-BH_0533_NH2_F-H-Me-C_F_TS,W1-SN2-BH,0.07000121451893429,43.926425306554698,"1,NH2_F-H-Me-C_F_TS,-1,F_minus,-1,NH2-F-H-Me-C_reactant",F_minus
W1-SN2-BH_0534_NH2_F-H-Me-C_F_TS,W1-SN2-BH,0.008044592212159440,5.0480578281042803,"1,NH2_F-H-Me-C_F_TS,-1,NH2_minus,-1,F-F-H-Me-C_reactant",NH2_minus
W1-SN2-BH_0535_NH2_F-H-Me-C_NH2_TS,W1-SN2-BH,0.06296819901169828,39.513141444531399,"1,NH2_F-H-Me-C_NH2_TS,-1,NH2_minus,-1,NH2-F-H-Me-C_reactant",NH2_minus
W1-SN2-BH_0536_NH2_F-H-Me-C_OH_TS,W1-SN2-BH,0.03537807158047680,22.200075090831699,"1,NH2_F-H-Me-C_OH_TS,-1,NH2_minus,-1,OH-F-H-Me-C_reactant",NH2_minus
W1-SN2-BH_0537_NH2_F-H-Me-C_OH_TS,W1-SN2-BH,0.06378053849756323,40.022892168067202,"1,NH2_F-H-Me-C_OH_TS,-1,OH_minus,-1,NH2-F-H-Me-C_reactant",OH_minus
W1-SN2-BH_0538_NH2_F-H-NH2-C_NH2_TS,W1-SN2-BH,0.04681209050324849,29.3750302914877,"1,NH2_F-H-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-F-H-NH2-C_reactant",NH2_minus
W1-SN2-BH_0539_NH2_F-H-NH2-C_OH_TS,W1-SN2-BH,0.02923079978309544,18.342603798334,"1,NH2_F-H-NH2-C_OH_TS,-1,NH2_minus,-1,OH-F-H-NH2-C_reactant",NH2_minus
W1-SN2-BH_0540_NH2_F-H-NH2-C_OH_TS,W1-SN2-BH,0.05070210589890998,31.816051806516601,"1,NH2_F-H-NH2-C_OH_TS,-1,OH_minus,-1,NH2-F-H-NH2-C_reactant",OH_minus
W1-SN2-BH_0541_NH2_F-H-NH2-C_PH2_TS,W1-SN2-BH,0.02111375338191965,13.2490802801864,"1,NH2_F-H-NH2-C_PH2_TS,-1,NH2_minus,-1,PH2-F-H-NH2-C_reactant",NH2_minus
W1-SN2-BH_0542_NH2_F-H-NH2-C_PH2_TS,W1-SN2-BH,0.08339380976363339,52.330405704895803,"1,NH2_F-H-NH2-C_PH2_TS,-1,PH2_minus,-1,NH2-F-H-NH2-C_reactant",PH2_minus
W1-SN2-BH_0543_NH2_F-Me-Me-C_NH2_TS,W1-SN2-BH,0.06704061729120689,42.068622497270802,"1,NH2_F-Me-Me-C_NH2_TS,-1,NH2_minus,-1,NH2-F-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0544_NH2_F-Me-Me-C_OH_TS,W1-SN2-BH,0.05077985206788574,31.864838264121001,"1,NH2_F-Me-Me-C_OH_TS,-1,NH2_minus,-1,OH-F-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0545_NH2_F-Me-Me-C_OH_TS,W1-SN2-BH,0.07100544996480891,44.556592563031003,"1,NH2_F-Me-Me-C_OH_TS,-1,OH_minus,-1,NH2-F-Me-Me-C_reactant",OH_minus
W1-SN2-BH_0546_NH2_F-Me-Me-C_SH_TS,W1-SN2-BH,0.01491903942846920,9.3618385852853603,"1,NH2_F-Me-Me-C_SH_TS,-1,NH2_minus,-1,SH-F-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0547_NH2_F-Me-Me-C_SH_TS,W1-SN2-BH,0.1080294093950950,67.789477872863401,"1,NH2_F-Me-Me-C_SH_TS,-1,SH_minus,-1,NH2-F-Me-Me-C_reactant",SH_minus
W1-SN2-BH_0548_NH2_F-Me-NH2-C_NH2_TS,W1-SN2-BH,0.06429874440853231,40.3480712867158,"1,NH2_F-Me-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-F-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0549_NH2_F-Me-NH2-C_PH2_TS,W1-SN2-BH,0.03572881206837303,22.420168069924099,"1,NH2_F-Me-NH2-C_PH2_TS,-1,NH2_minus,-1,PH2-F-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0550_NH2_F-Me-NH2-C_PH2_TS,W1-SN2-BH,0.09954374161599764,62.464640947727801,"1,NH2_F-Me-NH2-C_PH2_TS,-1,PH2_minus,-1,NH2-F-Me-NH2-C_reactant",PH2_minus
W1-SN2-BH_0551_NH2_F-Me-NH2-C_SH_TS,W1-SN2-BH,0.01156655869189868,7.2581251614733198,"1,NH2_F-Me-NH2-C_SH_TS,-1,NH2_minus,-1,SH-F-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0552_NH2_F-Me-NH2-C_SH_TS,W1-SN2-BH,0.1067339352233141,66.976555556666796,"1,NH2_F-Me-NH2-C_SH_TS,-1,SH_minus,-1,NH2-F-Me-NH2-C_reactant",SH_minus
W1-SN2-BH_0553_NH2_F-NH2-NH2-C_F_TS,W1-SN2-BH,0.06725133873919908,42.200852202274199,"1,NH2_F-NH2-NH2-C_F_TS,-1,F_minus,-1,NH2-F-NH2-NH2-C_reactant",F_minus
W1-SN2-BH_0554_NH2_F-NH2-NH2-C_F_TS,W1-SN2-BH,0.01019216728400181,6.3956815319471101,"1,NH2_F-NH2-NH2-C_F_TS,-1,NH2_minus,-1,F-F-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0555_NH2_F-NH2-NH2-C_NH2_TS,W1-SN2-BH,0.05776693033918768,36.249296075383398,"1,NH2_F-NH2-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-F-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0556_NH2_H-H-H-C_F_TS,W1-SN2-BH,0.05741095935220744,36.025920908561702,"1,NH2_H-H-H-C_F_TS,-1,F_minus,-1,NH2-H-H-H-C_reactant",F_minus
W1-SN2-BH_0557_NH2_H-H-H-C_NH2_TS,W1-SN2-BH,0.04669940496329935,29.3043190475797,"1,NH2_H-H-H-C_NH2_TS,-1,NH2_minus,-1,NH2-H-H-H-C_reactant",NH2_minus
W1-SN2-BH_0558_NH2_H-H-H-C_PH2_TS,W1-SN2-BH,0.02579205957041331,16.184761736034201,"1,NH2_H-H-H-C_PH2_TS,-1,NH2_minus,-1,PH2-H-H-H-C_reactant",NH2_minus
W1-SN2-BH_0559_NH2_H-H-H-C_PH2_TS,W1-SN2-BH,0.06846587786213169,42.962987008534697,"1,NH2_H-H-H-C_PH2_TS,-1,PH2_minus,-1,NH2-H-H-H-C_reactant",PH2_minus
W1-SN2-BH_0560_NH2_H-H-Me-C_NH2_TS,W1-SN2-BH,0.04960442862100925,31.1272489151701,"1,NH2_H-H-Me-C_NH2_TS,-1,NH2_minus,-1,NH2-H-H-Me-C_reactant",NH2_minus
W1-SN2-BH_0561_NH2_H-H-Me-C_OH_TS,W1-SN2-BH,0.02588249009541028,16.2415077472143,"1,NH2_H-H-Me-C_OH_TS,-1,NH2_minus,-1,OH-H-H-Me-C_reactant",NH2_minus
W1-SN2-BH_0562_NH2_H-H-Me-C_OH_TS,W1-SN2-BH,0.05392763544558080,33.840102155922999,"1,NH2_H-H-Me-C_OH_TS,-1,OH_minus,-1,NH2-H-H-Me-C_reactant",OH_minus
W1-SN2-BH_0563_NH2_H-H-NH2-C_NH2_TS,W1-SN2-BH,0.04252397396571568,26.684196538299201,"1,NH2_H-H-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-H-H-NH2-C_reactant",NH2_minus
W1-SN2-BH_0564_NH2_H-H-NH2-C_PH2_TS,W1-SN2-BH,0.01910371347709111,11.9877611966616,"1,NH2_H-H-NH2-C_PH2_TS,-1,NH2_minus,-1,PH2-H-H-NH2-C_reactant",NH2_minus
W1-SN2-BH_0565_NH2_H-H-NH2-C_PH2_TS,W1-SN2-BH,0.07176478558079944,45.033082856058599,"1,NH2_H-H-NH2-C_PH2_TS,-1,PH2_minus,-1,NH2-H-H-NH2-C_reactant",PH2_minus
W1-SN2-BH_0566_NH2_H-H-NH2-C_SH_TS,W1-SN2-BH,0.08102250063476903,50.842386760601102,"1,NH2_H-H-NH2-C_SH_TS,-1,SH_minus,-1,NH2-H-H-NH2-C_reactant",SH_minus
W1-SN2-BH_0567_NH2_H-H-OH-C_NH2_TS,W1-SN2-BH,0.03814199566116517,23.934463637054801,"1,NH2_H-H-OH-C_NH2_TS,-1,NH2_minus,-1,NH2-H-H-OH-C_reactant",NH2_minus
W1-SN2-BH_0568_NH2_H-Me-Me-C_NH2_TS,W1-SN2-BH,0.05409158947056251,33.942984859909799,"1,NH2_H-Me-Me-C_NH2_TS,-1,NH2_minus,-1,NH2-H-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0569_NH2_H-Me-NH2-C_NH2_TS,W1-SN2-BH,0.05008413176497012,31.428267182743401,"1,NH2_H-Me-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-H-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0570_NH2_H-Me-NH2-C_PH2_TS,W1-SN2-BH,0.02086398061289236,13.0923455012588,"1,NH2_H-Me-NH2-C_PH2_TS,-1,NH2_minus,-1,PH2-H-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0571_NH2_H-Me-NH2-C_PH2_TS,W1-SN2-BH,0.07818472097913448,49.061653141386898,"1,NH2_H-Me-NH2-C_PH2_TS,-1,PH2_minus,-1,NH2-H-Me-NH2-C_reactant",PH2_minus
W1-SN2-BH_0572_NH2_H-Me-OH-C_NH2_TS,W1-SN2-BH,0.04940407055702302,31.001522331813799,"1,NH2_H-Me-OH-C_NH2_TS,-1,NH2_minus,-1,NH2-H-Me-OH-C_reactant",NH2_minus
W1-SN2-BH_0573_NH2_H-NH2-NH2-C_NH2_TS,W1-SN2-BH,0.04659408228130658,29.2382280667955,"1,NH2_H-NH2-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-H-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0574_NH2_Me-Me-Me-C_F_TS,W1-SN2-BH,0.07215189284075688,45.275996329160499,"1,NH2_Me-Me-Me-C_F_TS,-1,F_minus,-1,NH2-Me-Me-Me-C_reactant",F_minus
W1-SN2-BH_0575_NH2_Me-Me-Me-C_F_TS,W1-SN2-BH,0.01788291651123260,11.221699534677899,"1,NH2_Me-Me-Me-C_F_TS,-1,NH2_minus,-1,F-Me-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0576_NH2_Me-Me-Me-C_NH2_TS,W1-SN2-BH,0.06554299025242771,41.1288473418238,"1,NH2_Me-Me-Me-C_NH2_TS,-1,NH2_minus,-1,NH2-Me-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0577_NH2_Me-Me-Me-C_PH2_TS,W1-SN2-BH,0.04091175174583128,25.672511821026699,"1,NH2_Me-Me-Me-C_PH2_TS,-1,NH2_minus,-1,PH2-Me-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0578_NH2_Me-Me-Me-C_PH2_TS,W1-SN2-BH,0.09288418660467445,58.285707085078101,"1,NH2_Me-Me-Me-C_PH2_TS,-1,PH2_minus,-1,NH2-Me-Me-Me-C_reactant",PH2_minus
W1-SN2-BH_0579_NH2_Me-Me-Me-C_SH_TS,W1-SN2-BH,0.01927884975997893,12.0976608734259,"1,NH2_Me-Me-Me-C_SH_TS,-1,NH2_minus,-1,SH-Me-Me-Me-C_reactant",NH2_minus
W1-SN2-BH_0580_NH2_Me-Me-Me-C_SH_TS,W1-SN2-BH,0.1020771672117134,64.054389510873406,"1,NH2_Me-Me-Me-C_SH_TS,-1,SH_minus,-1,NH2-Me-Me-Me-C_reactant",SH_minus
W1-SN2-BH_0581_NH2_Me-Me-NH2-C_NH2_TS,W1-SN2-BH,0.05849968147808295,36.709104357170702,"1,NH2_Me-Me-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-Me-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0582_NH2_Me-Me-NH2-C_OH_TS,W1-SN2-BH,0.03676851500432327,23.072591512444099,"1,NH2_Me-Me-NH2-C_OH_TS,-1,NH2_minus,-1,OH-Me-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0583_NH2_Me-Me-NH2-C_OH_TS,W1-SN2-BH,0.05946562727006066,37.3152444930681,"1,NH2_Me-Me-NH2-C_OH_TS,-1,OH_minus,-1,NH2-Me-Me-NH2-C_reactant",OH_minus
W1-SN2-BH_0584_NH2_Me-Me-NH2-C_PH2_TS,W1-SN2-BH,0.03448826268851168,21.641711581018001,"1,NH2_Me-Me-NH2-C_PH2_TS,-1,NH2_minus,-1,PH2-Me-Me-NH2-C_reactant",NH2_minus
W1-SN2-BH_0585_NH2_Me-Me-NH2-C_PH2_TS,W1-SN2-BH,0.09073494979995127,56.937040628109202,"1,NH2_Me-Me-NH2-C_PH2_TS,-1,PH2_minus,-1,NH2-Me-Me-NH2-C_reactant",PH2_minus
W1-SN2-BH_0586_NH2_Me-NH2-NH2-C_NH2_TS,W1-SN2-BH,0.05745541495618688,36.053817221233999,"1,NH2_Me-NH2-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-Me-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0587_NH2_Me-OH-SH-C_PH2_TS,W1-SN2-BH,0.02438547602462569,15.302117234991201,"1,NH2_Me-OH-SH-C_PH2_TS,-1,NH2_minus,-1,PH2-Me-OH-SH-C_reactant",NH2_minus
W1-SN2-BH_0588_NH2_Me-OH-SH-C_PH2_TS,W1-SN2-BH,0.08291543188575594,52.030219054345501,"1,NH2_Me-OH-SH-C_PH2_TS,-1,PH2_minus,-1,NH2-Me-OH-SH-C_reactant",PH2_minus
W1-SN2-BH_0589_NH2_Me-SH-SH-C_NH2_TS,W1-SN2-BH,0.03617551416232375,22.700477865962,"1,NH2_Me-SH-SH-C_NH2_TS,-1,NH2_minus,-1,NH2-Me-SH-SH-C_reactant",NH2_minus
W1-SN2-BH_0590_NH2_NH2-NH2-NH2-C_NH2_TS,W1-SN2-BH,0.05315350431368246,33.354327536489599,"1,NH2_NH2-NH2-NH2-C_NH2_TS,-1,NH2_minus,-1,NH2-NH2-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0591_NH2_NH2-NH2-NH2-C_OH_TS,W1-SN2-BH,0.03577998393244017,22.4522788994317,"1,NH2_NH2-NH2-NH2-C_OH_TS,-1,NH2_minus,-1,OH-NH2-NH2-NH2-C_reactant",NH2_minus
W1-SN2-BH_0592_NH2_NH2-NH2-NH2-C_OH_TS,W1-SN2-BH,0.05431091615855186,34.080614434537999,"1,NH2_NH2-NH2-NH2-C_OH_TS,-1,OH_minus,-1,NH2-NH2-NH2-NH2-C_reactant",OH_minus
W1-SN2-BH_0593_NH2_NH2-NH2-OH-C_NH2_TS,W1-SN2-BH,0.06297850593668895,39.519609137611504,"1,NH2_NH2-NH2-OH-C_NH2_TS,-1,NH2_minus,-1,NH2-NH2-NH2-OH-C_reactant",NH2_minus
W1-SN2-BH_0594_NH2_NH2-NH2-SH-C_NH2_TS,W1-SN2-BH,0.03967514732402223,24.8965308306732,"1,NH2_NH2-NH2-SH-C_NH2_TS,-1,NH2_minus,-1,NH2-NH2-NH2-SH-C_reactant",NH2_minus
W1-SN2-BH_0595_NH2_NH2-OH-SH-C_PH2_TS,W1-SN2-BH,0.01477628828649020,9.2722608912602098,"1,NH2_NH2-OH-SH-C_PH2_TS,-1,NH2_minus,-1,PH2-NH2-OH-SH-C_reactant",NH2_minus
W1-SN2-BH_0596_NH2_NH2-OH-SH-C_PH2_TS,W1-SN2-BH,0.07620416650736355,47.8188364464526,"1,NH2_NH2-OH-SH-C_PH2_TS,-1,PH2_minus,-1,NH2-NH2-OH-SH-C_reactant",PH2_minus
W1-SN2-BH_0597_NH2_SH-SH-SH-C_NH2_TS,W1-SN2-BH,0.01998577341991238,12.5412621674735,"1,NH2_SH-SH-SH-C_NH2_TS,-1,NH2_minus,-1,NH2-SH-SH-SH-C_reactant",NH2_minus
W1-SN2-BH_0598_OH_Br-Br-CN-C_SH_TS,W1-SN2-BH,0.04773561563772292,29.9545510629058,"1,OH_Br-Br-CN-C_SH_TS,-1,SH_minus,-1,OH-Br-Br-CN-C_reactant",SH_minus
W1-SN2-BH_0599_OH_Br-Br-H-C_SH_TS,W1-SN2-BH,0.006598875370646422,4.1408568132422801,"1,OH_Br-Br-H-C_SH_TS,-1,OH_minus,-1,SH-Br-Br-H-C_reactant",OH_minus
W1-SN2-BH_0600_OH_Br-Br-H-C_SH_TS,W1-SN2-BH,0.07021743869539614,44.062108025805998,"1,OH_Br-Br-H-C_SH_TS,-1,SH_minus,-1,OH-Br-Br-H-C_reactant",SH_minus
W1-SN2-BH_0601_OH_Br-CCH-Cl-C_SH_TS,W1-SN2-BH,0.007675427651203224,4.8164035686159101,"1,OH_Br-CCH-Cl-C_SH_TS,-1,OH_minus,-1,SH-Br-CCH-Cl-C_reactant",OH_minus
W1-SN2-BH_0602_OH_Br-CCH-Cl-C_SH_TS,W1-SN2-BH,0.07224580255298152,45.334925563288003,"1,OH_Br-CCH-Cl-C_SH_TS,-1,SH_minus,-1,OH-Br-CCH-Cl-C_reactant",SH_minus
W1-SN2-BH_0603_OH_Br-CCH-H-C_PH2_TS,W1-SN2-BH,0.02580779646509341,16.1946367865383,"1,OH_Br-CCH-H-C_PH2_TS,-1,OH_minus,-1,PH2-Br-CCH-H-C_reactant",OH_minus
W1-SN2-BH_0604_OH_Br-CCH-H-C_PH2_TS,W1-SN2-BH,0.04699876894738147,29.4921727837845,"1,OH_Br-CCH-H-C_PH2_TS,-1,PH2_minus,-1,OH-Br-CCH-H-C_reactant",PH2_minus
W1-SN2-BH_0605_OH_Br-CCH-H-C_SH_TS,W1-SN2-BH,0.0008799458045384291,0.55217432900994101,"1,OH_Br-CCH-H-C_SH_TS,-1,OH_minus,-1,SH-Br-CCH-H-C_reactant",OH_minus
W1-SN2-BH_0606_OH_Br-CCH-H-C_SH_TS,W1-SN2-BH,0.06005119997085824,37.682696910571302,"1,OH_Br-CCH-H-C_SH_TS,-1,SH_minus,-1,OH-Br-CCH-H-C_reactant",SH_minus
W1-SN2-BH_0607_OH_Br-CCH-Me-C_F_TS,W1-SN2-BH,0.04019069172550766,25.220039826905499,"1,OH_Br-CCH-Me-C_F_TS,-1,F_minus,-1,OH-Br-CCH-Me-C_reactant",F_minus
W1-SN2-BH_0608_OH_Br-CCH-Me-C_F_TS,W1-SN2-BH,0.0009248677228222213,0.58036325832610902,"1,OH_Br-CCH-Me-C_F_TS,-1,OH_minus,-1,F-Br-CCH-Me-C_reactant",OH_minus
W1-SN2-BH_0609_OH_Br-CCH-Me-C_PH2_TS,W1-SN2-BH,0.02982225091973546,18.713744990020999,"1,OH_Br-CCH-Me-C_PH2_TS,-1,OH_minus,-1,PH2-Br-CCH-Me-C_reactant",OH_minus
W1-SN2-BH_0610_OH_Br-CCH-Me-C_PH2_TS,W1-SN2-BH,0.05488598100640182,34.441473074764502,"1,OH_Br-CCH-Me-C_PH2_TS,-1,PH2_minus,-1,OH-Br-CCH-Me-C_reactant",PH2_minus
W1-SN2-BH_0611_OH_Br-CCH-Me-C_SH_TS,W1-SN2-BH,0.007124958329961588,4.4709788543556996,"1,OH_Br-CCH-Me-C_SH_TS,-1,OH_minus,-1,SH-Br-CCH-Me-C_reactant",OH_minus
W1-SN2-BH_0612_OH_Br-CCH-Me-C_SH_TS,W1-SN2-BH,0.07036431905973616,44.154276845983198,"1,OH_Br-CCH-Me-C_SH_TS,-1,SH_minus,-1,OH-Br-CCH-Me-C_reactant",SH_minus
W1-SN2-BH_0613_OH_Br-CCH-NH2-C_F_TS,W1-SN2-BH,0.03315020826842994,20.802069755604698,"1,OH_Br-CCH-NH2-C_F_TS,-1,F_minus,-1,OH-Br-CCH-NH2-C_reactant",F_minus
W1-SN2-BH_0614_OH_Br-CCH-NH2-C_PH2_TS,W1-SN2-BH,0.02647333623014946,16.6122692944767,"1,OH_Br-CCH-NH2-C_PH2_TS,-1,OH_minus,-1,PH2-Br-CCH-NH2-C_reactant",OH_minus
W1-SN2-BH_0615_OH_Br-CCH-NH2-C_PH2_TS,W1-SN2-BH,0.05231720653338516,32.829542756215098,"1,OH_Br-CCH-NH2-C_PH2_TS,-1,PH2_minus,-1,OH-Br-CCH-NH2-C_reactant",PH2_minus
W1-SN2-BH_0616_OH_Br-CCH-NH2-C_SH_TS,W1-SN2-BH,0.002123517451550661,1.33252731918637,"1,OH_Br-CCH-NH2-C_SH_TS,-1,OH_minus,-1,SH-Br-CCH-NH2-C_reactant",OH_minus
