Reaction,Dataset,Reference,Stoichiometry
GDB_W1-F12_544,GDB_W1-F12,1.9263987397334756,"-1,dsgdb9nsd_000581,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_545,GDB_W1-F12,2.024513534083358,"-1,dsgdb9nsd_000582,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_546,GDB_W1-F12,2.0653350548076026,"-1,dsgdb9nsd_000583,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_547,GDB_W1-F12,1.9451502701667431,"-1,dsgdb9nsd_000584,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_548,GDB_W1-F12,2.2984452850859958,"-1,dsgdb9nsd_000585,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_549,GDB_W1-F12,2.086317206542799,"-1,dsgdb9nsd_000586,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_550,GDB_W1-F12,1.9745714116206723,"-1,dsgdb9nsd_000587,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_551,GDB_W1-F12,2.7742384552962873,"-1,dsgdb9nsd_000588,6,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_552,GDB_W1-F12,2.4557268419068623,"-1,dsgdb9nsd_000589,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_553,GDB_W1-F12,2.5544280560881765,"-1,dsgdb9nsd_000590,5,dsgdb9nsd_c,11,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_554,GDB_W1-F12,2.4483517309462948,"-1,dsgdb9nsd_000591,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_555,GDB_W1-F12,2.4449361315193525,"-1,dsgdb9nsd_000592,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_556,GDB_W1-F12,2.233077142140511,"-1,dsgdb9nsd_000593,4,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_557,GDB_W1-F12,2.1237264170334686,"-1,dsgdb9nsd_000594,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_558,GDB_W1-F12,2.4603189510607786,"-1,dsgdb9nsd_000595,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_559,GDB_W1-F12,2.1413629284448352,"-1,dsgdb9nsd_000596,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_560,GDB_W1-F12,2.2946843554147183,"-1,dsgdb9nsd_000598,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_561,GDB_W1-F12,2.152588218725196,"-1,dsgdb9nsd_000599,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_562,GDB_W1-F12,2.0830376560577917,"-1,dsgdb9nsd_000600,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_563,GDB_W1-F12,1.9388071308763564,"-1,dsgdb9nsd_000601,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_564,GDB_W1-F12,1.9742661923245228,"-1,dsgdb9nsd_000602,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_565,GDB_W1-F12,1.827836425447068,"-1,dsgdb9nsd_000603,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_566,GDB_W1-F12,2.0700895854136454,"-1,dsgdb9nsd_000604,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_567,GDB_W1-F12,1.9257892302108137,"-1,dsgdb9nsd_000605,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_568,GDB_W1-F12,1.979238051920226,"-1,dsgdb9nsd_000606,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_569,GDB_W1-F12,1.8354431153813517,"-1,dsgdb9nsd_000607,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_570,GDB_W1-F12,2.2519099127814686,"-1,dsgdb9nsd_000608,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_571,GDB_W1-F12,2.0491103547498843,"-1,dsgdb9nsd_000609,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_572,GDB_W1-F12,2.0415592336977313,"-1,dsgdb9nsd_000610,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_573,GDB_W1-F12,1.928817219553678,"-1,dsgdb9nsd_000611,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_574,GDB_W1-F12,2.0256409130780098,"-1,dsgdb9nsd_000612,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_575,GDB_W1-F12,1.9365078396948787,"-1,dsgdb9nsd_000613,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_576,GDB_W1-F12,2.459753852022981,"-1,dsgdb9nsd_000614,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_577,GDB_W1-F12,2.256013442857819,"-1,dsgdb9nsd_000615,4,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_578,GDB_W1-F12,2.146927408575164,"-1,dsgdb9nsd_000616,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_579,GDB_W1-F12,2.774819275212267,"-1,dsgdb9nsd_000617,6,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_580,GDB_W1-F12,2.4608683515308134,"-1,dsgdb9nsd_000618,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_581,GDB_W1-F12,2.5521974156630316,"-1,dsgdb9nsd_000619,5,dsgdb9nsd_c,11,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_582,GDB_W1-F12,2.4611736616622455,"-1,dsgdb9nsd_000620,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_583,GDB_W1-F12,2.5554832162528767,"-1,dsgdb9nsd_000621,5,dsgdb9nsd_c,11,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_584,GDB_W1-F12,2.2352229328507107,"-1,dsgdb9nsd_000622,4,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_585,GDB_W1-F12,2.4454392107763994,"-1,dsgdb9nsd_000623,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_586,GDB_W1-F12,2.1297926585124554,"-1,dsgdb9nsd_000624,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_587,GDB_W1-F12,2.1461336388862744,"-1,dsgdb9nsd_000625,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_588,GDB_W1-F12,2.2636224737926147,"-1,dsgdb9nsd_000626,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_589,GDB_W1-F12,2.05220914461742,"-1,dsgdb9nsd_000627,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_590,GDB_W1-F12,1.9371581804735758,"-1,dsgdb9nsd_000628,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_591,GDB_W1-F12,2.05467425480929,"-1,dsgdb9nsd_000629,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_592,GDB_W1-F12,2.0864324669539793,"-1,dsgdb9nsd_000630,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_593,GDB_W1-F12,1.8754787180909898,"-1,dsgdb9nsd_000631,3,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_594,GDB_W1-F12,1.7634142124429426,"-1,dsgdb9nsd_000632,3,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_595,GDB_W1-F12,1.8744262080854805,"-1,dsgdb9nsd_000633,3,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_596,GDB_W1-F12,2.776911914533716,"-1,dsgdb9nsd_000634,6,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_597,GDB_W1-F12,2.45688891201121,"-1,dsgdb9nsd_000635,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_598,GDB_W1-F12,2.559885465325113,"-1,dsgdb9nsd_000636,5,dsgdb9nsd_c,11,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_599,GDB_W1-F12,2.4656074114540996,"-1,dsgdb9nsd_000637,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_600,GDB_W1-F12,2.255813123969904,"-1,dsgdb9nsd_000638,4,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_601,GDB_W1-F12,2.1489659690318272,"-1,dsgdb9nsd_000639,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_602,GDB_W1-F12,2.5332869250799597,"-1,dsgdb9nsd_000640,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_603,GDB_W1-F12,2.212695252258834,"-1,dsgdb9nsd_000641,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_604,GDB_W1-F12,2.2088853607769865,"-1,dsgdb9nsd_000642,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_605,GDB_W1-F12,1.9994904824019128,"-1,dsgdb9nsd_000643,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_606,GDB_W1-F12,2.2192334818308193,"-1,dsgdb9nsd_000644,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_607,GDB_W1-F12,1.8918140889877484,"-1,dsgdb9nsd_000645,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_608,GDB_W1-F12,2.3103461858830507,"-1,dsgdb9nsd_000646,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_609,GDB_W1-F12,1.9839073423789702,"-1,dsgdb9nsd_000647,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_610,GDB_W1-F12,2.562162516204927,"-1,dsgdb9nsd_000648,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_611,GDB_W1-F12,2.235386241938838,"-1,dsgdb9nsd_000649,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_612,GDB_W1-F12,2.2402130933653237,"-1,dsgdb9nsd_000650,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_613,GDB_W1-F12,2.514861534742515,"-1,dsgdb9nsd_000651,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_614,GDB_W1-F12,2.1838998798430347,"-1,dsgdb9nsd_000652,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_615,GDB_W1-F12,2.2065842417346593,"-1,dsgdb9nsd_000653,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_616,GDB_W1-F12,2.258244833869242,"-1,dsgdb9nsd_000655,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_617,GDB_W1-F12,2.5855980763166357,"-1,dsgdb9nsd_000656,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_618,GDB_W1-F12,2.0728365957318275,"-1,dsgdb9nsd_000657,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_619,GDB_W1-F12,2.8162603467418315,"-1,dsgdb9nsd_000658,6,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_620,GDB_W1-F12,2.490861622992083,"-1,dsgdb9nsd_000659,5,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_621,GDB_W1-F12,2.1632745992137856,"-1,dsgdb9nsd_000660,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_622,GDB_W1-F12,2.1721991401673533,"-1,dsgdb9nsd_000661,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_623,GDB_W1-F12,2.5345694650785875,"-1,dsgdb9nsd_000662,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_624,GDB_W1-F12,2.216329151178712,"-1,dsgdb9nsd_000663,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_625,GDB_W1-F12,1.894343067538036,"-1,dsgdb9nsd_000664,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_626,GDB_W1-F12,2.533175704448423,"-1,dsgdb9nsd_000665,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_627,GDB_W1-F12,2.206180531495257,"-1,dsgdb9nsd_000666,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_628,GDB_W1-F12,2.22148562153296,"-1,dsgdb9nsd_000667,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_629,GDB_W1-F12,1.8935665581463172,"-1,dsgdb9nsd_000668,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_630,GDB_W1-F12,2.339380326008651,"-1,dsgdb9nsd_000669,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_631,GDB_W1-F12,1.8287537948634618,"-1,dsgdb9nsd_000670,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_632,GDB_W1-F12,2.1274339977094177,"-1,dsgdb9nsd_000671,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_633,GDB_W1-F12,2.0197221641928813,"-1,dsgdb9nsd_000672,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_634,GDB_W1-F12,2.5704574459472984,"-1,dsgdb9nsd_000673,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_635,GDB_W1-F12,2.2418230228433025,"-1,dsgdb9nsd_000674,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_636,GDB_W1-F12,2.246912963524731,"-1,dsgdb9nsd_000675,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_637,GDB_W1-F12,1.9156830290104256,"-1,dsgdb9nsd_000676,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_638,GDB_W1-F12,2.2559879038011794,"-1,dsgdb9nsd_000677,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_639,GDB_W1-F12,2.0340959248655968,"-1,dsgdb9nsd_000678,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_640,GDB_W1-F12,1.9262236093098835,"-1,dsgdb9nsd_000679,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_641,GDB_W1-F12,1.8026104349969438,"-1,dsgdb9nsd_000680,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_642,GDB_W1-F12,2.0211108731064886,"-1,dsgdb9nsd_000681,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_643,GDB_W1-F12,1.8142380745810789,"-1,dsgdb9nsd_000682,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_644,GDB_W1-F12,1.8026431038264155,"-1,dsgdb9nsd_000683,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_645,GDB_W1-F12,1.6917336803404117,"-1,dsgdb9nsd_000684,4,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_646,GDB_W1-F12,1.802145935237101,"-1,dsgdb9nsd_000685,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_647,GDB_W1-F12,1.8268725658959335,"-1,dsgdb9nsd_000686,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_648,GDB_W1-F12,1.7170128508641118,"-1,dsgdb9nsd_000687,4,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_649,GDB_W1-F12,2.5344858041903136,"-1,dsgdb9nsd_000688,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_650,GDB_W1-F12,2.2155676614805437,"-1,dsgdb9nsd_000689,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_651,GDB_W1-F12,2.2108303417700275,"-1,dsgdb9nsd_000690,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_652,GDB_W1-F12,2.224774322477422,"-1,dsgdb9nsd_000691,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_653,GDB_W1-F12,2.016499922802775,"-1,dsgdb9nsd_000692,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_654,GDB_W1-F12,1.9065809895415302,"-1,dsgdb9nsd_000693,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_655,GDB_W1-F12,2.264700293376157,"-1,dsgdb9nsd_000695,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_656,GDB_W1-F12,2.0432986050460844,"-1,dsgdb9nsd_000696,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_657,GDB_W1-F12,1.9358492695583573,"-1,dsgdb9nsd_000697,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_658,GDB_W1-F12,1.829627635056586,"-1,dsgdb9nsd_000698,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_659,GDB_W1-F12,1.7161086605316072,"-1,dsgdb9nsd_000699,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_660,GDB_W1-F12,1.601580145870284,"-1,dsgdb9nsd_000700,4,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_661,GDB_W1-F12,2.531071893980896,"-1,dsgdb9nsd_000701,6,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_662,GDB_W1-F12,2.2130273317072158,"-1,dsgdb9nsd_000702,5,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_663,GDB_W1-F12,2.3084137560949323,"-1,dsgdb9nsd_000703,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_664,GDB_W1-F12,2.114287126879526,"-1,dsgdb9nsd_000704,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_665,GDB_W1-F12,2.001566972166393,"-1,dsgdb9nsd_000705,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_666,GDB_W1-F12,1.8924164081807233,"-1,dsgdb9nsd_000706,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_667,GDB_W1-F12,2.2639581643418545,"-1,dsgdb9nsd_000707,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_668,GDB_W1-F12,2.053241744166568,"-1,dsgdb9nsd_000708,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_669,GDB_W1-F12,1.9467408405744573,"-1,dsgdb9nsd_000709,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_670,GDB_W1-F12,2.049393295497936,"-1,dsgdb9nsd_000710,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_671,GDB_W1-F12,1.8314152957157026,"-1,dsgdb9nsd_000711,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_672,GDB_W1-F12,1.6169040260625385,"-1,dsgdb9nsd_000713,4,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_673,GDB_W1-F12,2.0749388859035833,"-1,dsgdb9nsd_000714,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_674,GDB_W1-F12,2.2897716040899385,"-1,dsgdb9nsd_000715,6,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_675,GDB_W1-F12,2.087609236437988,"-1,dsgdb9nsd_000716,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_676,GDB_W1-F12,2.064067136102165,"-1,dsgdb9nsd_000717,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_677,GDB_W1-F12,1.960129041625262,"-1,dsgdb9nsd_000718,5,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_678,GDB_W1-F12,1.999841892235733,"-1,dsgdb9nsd_000719,6,dsgdb9nsd_c,6,dsgdb9nsd_h"
GDB_W1-F12_679,GDB_W1-F12,1.7908668035385675,"-1,dsgdb9nsd_000720,5,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_680,GDB_W1-F12,1.7362527117731212,"-1,dsgdb9nsd_000721,4,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_681,GDB_W1-F12,1.5031957221251582,"-1,dsgdb9nsd_000722,3,dsgdb9nsd_c,3,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_682,GDB_W1-F12,1.287008703270637,"-1,dsgdb9nsd_000723,2,dsgdb9nsd_c,2,dsgdb9nsd_h,4,dsgdb9nsd_n"
GDB_W1-F12_683,GDB_W1-F12,1.298764873663205,"-1,dsgdb9nsd_000724,2,dsgdb9nsd_c,2,dsgdb9nsd_h,4,dsgdb9nsd_n"
GDB_W1-F12_684,GDB_W1-F12,1.2660246623209366,"-1,dsgdb9nsd_000725,2,dsgdb9nsd_c,2,dsgdb9nsd_h,4,dsgdb9nsd_n"
GDB_W1-F12_685,GDB_W1-F12,1.9747308418829006,"-1,dsgdb9nsd_000726,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_686,GDB_W1-F12,1.835547395878627,"-1,dsgdb9nsd_000727,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_687,GDB_W1-F12,1.756459302309454,"-1,dsgdb9nsd_000728,3,dsgdb9nsd_c,5,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_688,GDB_W1-F12,1.622225317832678,"-1,dsgdb9nsd_000729,3,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_689,GDB_W1-F12,1.97164906211711,"-1,dsgdb9nsd_000730,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_690,GDB_W1-F12,1.7567141032433198,"-1,dsgdb9nsd_000731,3,dsgdb9nsd_c,5,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_691,GDB_W1-F12,1.8298492763317373,"-1,dsgdb9nsd_000732,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_692,GDB_W1-F12,1.619401977192835,"-1,dsgdb9nsd_000733,3,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_693,GDB_W1-F12,1.7869873338243507,"-1,dsgdb9nsd_000734,3,dsgdb9nsd_c,5,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_694,GDB_W1-F12,1.649129228766118,"-1,dsgdb9nsd_000735,3,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_695,GDB_W1-F12,1.9752437313503979,"-1,dsgdb9nsd_000736,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
